,0
4237,생갹보다얇아용
4238,저렴하게구매햇네요
4239,맘에들어요 잘입을께요
4240,비지떡 치곤 너무하네여 입을수있을까
4241,송지오 옷이네요 뭐 나쁘진않은거같은데 며칠만에 가격이 내려서 아쉬워요
4242,잘 받았습니다
4243,가격대비 좋아요
4244,너무 쬐어요 하지만 구매합니다
4245,많이파세요
4246,보통
4247,보통
4248,조아요
4249,잘받았습니다. 감사합니다.
4250,좋아요 싼 가격 만큼 진짜 롱이네요
4251,이뻐요
4252,66 좀 작아요
4253,잘 입겠습니다.
4254,잘 받았습니다
4255,아무리 저렴이라도글치.이런옷을 팔수잇나요? 완전 전체가 쭈글쭈글한건 그렇다쳐도 호주머니한쪽은 깊고 한쪽은 손이 들어가지도않고. 그래서인지 입었을때 골반 한쪽이 불룩튀어나온 짝짝이ㅠ 완전 불량 . 잘라 행주할려고 물에 담가둠
4256,굿
4257,잘받았습니다 감사합니다 수고하세요
4258,잘받았습니다 감사합니다 수고하세요
4259,잘받았습니다 감사합니다 수고하세요
4260,가격대비 만족합니다.
4261,가격대비 만족합니다.
4262,굿
4263,가격만큼 이네요
4264,가격만큼 이네요
4265,rnaogslek
4266,저렴해서 구입했는데. 따가워서 못입어요 ㅜ.ㅜ 안에 다른옷 입고 입어야할것 같아요
4267,바지핏이 정말..별로에요
4268,바지핏이..그냥 그래요
4269,피부에 닿는 감촉이 정말 최악이네요
4270,"이미지 사진에는 27번 상품가격을 3900원 제시해놓고 결재창에서 4900원을 결재토록 유도하는 상술이라니ㅡ 제가 게시판에 오류상황을 미리 지적하고 물품발송을 보류해달라 하면서, 결재창을 수정하거나 환불요청 메시지를 남겼는데 판매자는 아무 응답도 없이 임의로 물품을 보내고 구매결정까지 하는 행태를 보이네요. 게시판에 문의글에는 4일이 지나 답글을 남겼는데 가관입니다. 상품가격 오류는 옥션측의 과실이니 옥션 측과 상의하라ㅡ 이런 어처구니는 옥션 거래 이후 15년만에 처음 겪는 일이네요."
4271,"이미지 사진에는 27번 상품가격을 3900원 제시해놓고 결재창에서 4900원을 결재토록 유도하는 상술이라니ㅡ 제가 게시판에 오류상황을 미리 지적하고 물품발송을 보류해달라 하면서, 결재창을 수정하거나 환불요청 메시지를 남겼는데 판매자는 아무 응답도 없이 임의로 물품을 보내고 구매결정까지 하는 행태를 보이네요. 게시판에 문의글에는 4일이 지나 답글을 남겼는데 가관입니다. 상품가격 오류는 옥션측의 과실이니 옥션 측과 상의하라ㅡ 이런 어처구니는 옥션 거래 이후 15년만에 처음 겪는 일이네요."
4272,조아요 ~~~~~~~
4273,좋네요 ~~~%%%%
4274,굿이요 ~~~%~~
4275,좋아요
4276,좋아요
4277,좋아요
4278,따뜻한 옷을 입고 행복 합니다
4279,좋아요
4280,다시는 인터넷 구매 하지 말아야겠어요 너무 실망
4281,예뻐요
4282,좋아요
4283,옷들이 다 별로내요
4284,이옷도 마찬가지 몸이 따가와서 못입어요 구매하시는분들 (참고하세요)
4285,살에다으면 깔끄러워서 속에 도 더긴 목티입어야 그나마 입을수있는 티 아무리 싸다해도 내평생 이런옷은처음 가성비 좋아서 구매하는분들 (참고하세요)
4286,요즘 입기 좋아요~구입후 더 싸게 판매하네요.
4287,예뻐요~그런데 구입후 할인하네요.
4288,예쁘네요.
4289,예뻐요 프리사쥬라도 66반~입는 분들도 예쁘게 잘 맞을 듯 합니다.
4290,재질은 쬐금 저령해 보이지만 챠르르 떨어지는 감이 좋으네요 니트속에 얇은 티 하나 입고 겉에 살짝쿵 걸치니 너무너무 예뻐요
4291,저렴하게 잘 샀어요 이뻐요
4292,착한가격 만족
4293,괜찮아요
4294,괜찮아요
4295,잘 받았습니다
4296,잘 받았습니다.
4297,좋아요
4298,목이 조금 답답해요 색상은 맘에들어요 약간 따가움.. ㄱㅅㄱㅅ
4299,만족 합니다
4300,좋아요
4301,아주 좋아요
4302,두께도 만족입니다
4303,색깔도 예쁘고 만족합니다
4304,스판끼가 있는 바지라서 편해요
4305,정말 좋은 제품 잘 구입했어요
4306,사이즈가 넉넉해서 좋습니다?
4307,입기도 편하고 핏도 좋고ㅎ
4308,좋아요
4309,저렴해요
4310,뭐 이런옷이
4311,좋아요
4312,목이많이조여요 까칠거리는재질도신경쓰여요
4313,두께감은알맞고좋은데 까칠거려요 울이포함된게맞나싶어요
4314,저렴하게 구입했습니다.
4315,가격대비 예쁘고 가볍고 색도 모양도 사진대로예요~~
4316,너무 작아요
4317,마찰되는곳이 다 보풀이어서 한번 입었는데 옷이 몇년입은듯한 느낌이 들정도로 상했네여~^^;;; 막입을꺼라 저렴하니 괜찮다 싶다가도 한번입었는데 생각이 드네여ㅋㅋ
4318,정 싸이즈가 아니여서 많이 작아요.
4319,얇아요 기장폼 다 좋은데 얇은단점이 있네요
4320,세탁 한번했는데 보풀장난아님 기모있지만 추워요~^^;;;;
4321,넉넉한 박스형 티예요~~폼도 소매도 넓어요
4322,가격대비 제품도 아주 가격대비 그이상도 그이하도 없이 딱 그만큼이더라구. 다른 하나는 너무너무 구겨져서 왔어요
4323,생각보다 얊아요 지금입을꺼로 조금두껍길 원했지만 얇아서 초가을에 입어야겠네요
4324,얇은 니트예요~몸라인에 딱 붙고 신축성도 좋아요~니트소재 예뻐서 좋아하는데 두꺼우면 잘안입게되는데 얇아서 자주입게되네요~^^
4325,좋아요
4326,그냥저냥 입을만해요
4327,배송도 빠르고 좋아요
4328,선물로 줬는데 괜찮다고 좋아해서 만족합니다.
4329,어깨뽕 뜯으려다 소매 다 떼어냄 ㅠㅠ
4330,조아요ㅡㅡ
4331,별로ㅡㅡㅡ
4332,그냐으ㅡㅡ
4333,그냐으ㅡㅡ
4334,별로ㅡㅡㅡ
4335,좋아여
4336,좋아여
4337,좋아여
4338,이쁘고 따뜻해요. 맘에 들어요. 빠른배송도 감사합니다.
4339,사이즈 55정도에요 그레이로 77재구매합니다
4340,예쁜데 작아요
4341,좋아요 잘입을께요
4342,지금입기엔 얇아요. 얇은티를 입고 덧입으면 좋을것 같아요
4343,감사합니다
4344,감사합니다
4345,감사합니다
4346,감사합니다
4347,가격대비 좋습니다 요즘 집에서 입기에..
4348,감사합니다
4349,잘 받았습니다. 좋아요~^^
4350,감사합니다
4351,불량제품이왔네요 확인도안하고 보내다니..
4352,잘 받았습니다. 좋아요~^^
4353,집에서 입으려 구매 했는데 기대 이상입니다.
4354,잘 받았습니다. 좋아요~^^
4355,잘 받았습니다. 좋아요~^^
4356,좋아요
4357,좋아요
4358,싸니까 집에서
4359,잘 받았습니다. 좋아요~^^
4360,잘 받았습니다. 좋아요~^^
4361,잘 받았습나다
4362,잘 받았습나다
4363,잘 받았습나다
4364,좋아요
4365,좋아요
4366,잘받았습니다 예쁘구먼요
4367,색깔도 이쁘고 포근하니 아주좋아요
4368,아주 좋아요 두툼하지 않고 따뜻하고 포근해요
4369,퍼 롱베스트 주문했어요 잘 도착했어요
4370,롱베스트 주문했어요 잘도착했어요
4371,니트 주문했어요 잘도착했어요
4372,예뻐요
4373,사진이더 에쁘네요
4374,좋은 가격에 잘 샀습니다. 감사합니다.
4375,좋은 가격에 잘 샀습니다. 감사합니다.
4376,좋은 가격에 잘 샀습니다. 감사합니다.
4377,좋은 가격에 잘 샀습니다. 감사합니다.
4378,딱 맞네요. 잘입을께요
4379,탁 맞아요 잘입을께요
4380,좋아요 따뜻하네요
4381,파지가 너무작아요
4382,사진에 비해서 너무 짧아요
4383,좋아요
4384,배송도 빠르고 좋아요 감사합니다 ㅎㅎ
4385,사진보다 색상이 많이 진해요 88인데도 목이 조금 조여요 갑갑 까슬은 알고샀고 우쩌든 싸니깐
4386,잘 받았습니다. 좋아요~^^
4387,잘 받았습니다. 좋아요~^^
4388,잘 받았습니다. 좋아요~^^
4389,잘 받았습니다. 좋아요~^^
4390,잘 받았습니다. 좋아요~^^
4391,잘 받았습니다. 좋아요~^^
4392,잘 받았습니다. 좋아요~^^
4393,쿠폰 이벤트 할 때 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 출고 발송 빠르고 좋아요 ㅎㅎ 사이즈 괜찮아요
4394,사이즈 괜찮아요 ㅋㅋ 넉넉히 입기 좋습니다 ㅎㅎ 출고 발송 빠르고 제품 좋은 가격에 잘 구입 합니다
4395,좋습니다 ㅎㅎ 배송 빠르고 제품 좋은 가격에 잘 구입 합니다 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 배송 빠르고 제품 좋은 가격에 좋습니다
4396,바늘질과 목 네크라인이 너무 깊게 파여 있어서 좀..
4397,목 라인이 너무 깊게 파여 있어요. 에고 여러장 샀는데..
4398,디자인은 깔끔한데 포장상태와 바느질이 엉망이네요.
4399,저렴하게 잘구매했어요. 따뜻하고 좋아요
4400,저렴하게 잘구매했어요. 따뜻하고 좋아요
4401,포근하고 따뜻하며 힙을 가리는 기장이라 좋아요 저렴한가격에 잘 샀어요
4402,맘에들어요 잘입을께요
4403,맘에들어요 잘입을께요
4404,s사이즈 좀 작네요
4405,감사합니다
4406,감사합니다
4407,감사합니다
4408,좋아요
4409,좋아요
4410,좋아요
4411,대박. 너무 좋아요
4412,가격에 맞다고 보면 됩니다.
4413,팔이 너무 길어요. 손목부분에 10cm정도 뜯어져있는 디자인인줄 몰랐네요. 그부분만 없어도 괜찮았을 듯합니다.
4414,비닐포장이 따로 되어있지도 않은데 검수도 안하고 보내주는지 한쪽 옆구리는 다 뜯어져있고 다른 한쪽도 약간 뜯어져있네요. 원래 뜯어진 옷인가 상세페이지를 다시 확인해볼 정도로 황당하네요.
4415,하얀티인데 조금 얇지만 그런대로 괜찮아요
4416,좋아요 품질과 가격 만족해요
4417,배송진짜빨라요
4418,배송진짜빨라요
4419,배송진짜빨라요
4420,가성비와 사이즈가 괜찮아요.
4421,싸게 잘산거 같아요.
4422,싸게 잘산거 같아요.
4423,싸게 잘산거 같아요.
4424,잘 입고있어요
4425,빠른배송 잘 받았어요 잘 입을께요
4426,그닥
4427,구덕
4428,감사합니다
4429,감사합니다
4430,상품 배송 좋아요
4431,상품 배송 좋아요
4432,상품 배송 좋아요
4433,상품 배송 좋아요
4434,상품 배송 좋아요
4435,상품 배송 좋아요
4436,얇은긴팔티 부드럽고좋아요 잘산듯해요
4437,추운 동절기에 목폴라를 입으면 목이 따뜻햬서 구입 했는데 포근하고 따뜻해서 좋아요
4438,좋아요
4439,기모가 좀 얇아보이지만 입어보면 따뜻합니다.
4440,색상도 예쁘고 보온성도 우수합니다.
4441,집에서 입기 너무 편해요
4442,그냥그래요ㅠ 가성비는 굿입니다
4443,이너웨어로 입기 좋아요
4444,저렴하게 잘 구입했어요
4445,GOOD
4446,GOOD
4447,GOOD
4448,GOOD
4449,소매가 넘 늘러졋음 ㅠ
4450,집에서 막 입기 조음
4451,조아요
4452,잘입고있어요
4453,잘입고있어요
4454,잘입고있어요
4455,잘입고있어요
4456,잘미 입을게요 감사합니다
4457,저렴하게 잘샀어요
4458,저렴하게 잘샀어요
4459,저렴하게 잘샀어요
4460,저렴하게 잘샀어요
4461,가격대비 정말 좋아요 두께도 알맞게 두꺼워서 더 맘에 들어요 색깔별로 샀어요
4462,너무 꽉 끼는 레깅스 같은 스타일. 입어보자마자 재활용통으로 .
4463,그냥 그래요
4464,집에서 편하게 입을 수 잇을것 같아요
4465,집에서 편하게 입을 수 잇을것 같아요
4466,가격대비 정말 좋아요 두께도 알맞게 두꺼워서 더 맘에 들어요 색깔별로 샀어요
4467,가격대비 정말 좋아요 두께도 알맞게 두꺼워서 더 맘에 들어요 색깔별로 샀어요
4468,만족합니다.
4469,"먼지는 많지만,만족합니다.~"
4470,겨울에 포인트주기 좋은 색이네요
4471,편하게 잘 입겠습니다
4472,손이 자주 갈 옷입니다
4473,가성비 진짜 좋은 목폴라네요
4474,좋아요잘쓰고있어요 감사합니다
4475,좋아요잘쓰고있어요 감사합니다
4476,보풀이 생기네요
4477,잘 받았습니다
4478,뒤쪽에 칼로 그었는지 4센치 가량 찢어졌어요 귀찮아서 그냥 둡니다
4479,잘 받았습니다
4480,잘 받았습니다
4481,잘 받았습니다
4482,잘 받았습니다
4483,뒤쪽 절개선에 무늬가 하나도 안 맞고 보풀이 많이 생겼네요
4484,같은 바지 2개 샀는데 1개는 얼룩이 져서 세탁해봐야 알겠네요
4485,잘 받았습니다
4486,잘 받았습니다
4487,잘 받았습니다
4488,잘 받았습니다
4489,구욷~~ 가성비 좋아요
4490,좋아요~~ 연두닐 엄마~ 저는 회색했어요
4491,좋아요~~ 앞지마로 수선해서 사용할 예정이에요~ ㅋ
4492,입기 편해요
4493,그냥 입기 편해요
4494,세탁했더니 올이 다 풀리네요
4495,잘 받았습니다. 만족합니다.
4496,저렴하게
4497,괜찮아요
4498,괜찮아요
4499,까칠거려 못입어요
4500,좋아요
4501,저렴해서 주문했는데 좋아요
4502,재질도 좋고 스판끼가 있어서 편해요
4503,레드에 가까운 오렌지 컬러네요
4504,좋아요. 착한가격에 배송도빠르구요
4505,좋아요. 착한가격.
4506,맘에 들어요. 감사합니다
4507,작아요
4508,약간 따갑내요
4509,부드러운 소재는 아니에요
4510,가격도 싸고 배송도 무지 빨라요~ 비니수 가성비 짱입니다^^
4511,싼가격에 사서 좋아요 가격대비 대만족입니다 ~~
4512,않이얇아요
4513,질도좋고괜찮네요
4514,길이가좀 짧은듯
4515,봄에 꺼내 입을까 했는데 집에서 입기에 편하고 좋네요.
4516,저렴할때 색깔별로 여러가지 구입하기 좋네요.
4517,신축성 있고 편해요. 단춧구멍이 너무나 작아서 채우고 열기가 뻑뻑하네요.
4518,날씨가 추워져서 교복속에 입을 옷이 필요했는데 필요할때 한꺼번에 구입했어요.
4519,필요할때 한꺼번에 구입했어요.
4520,맘에 들어요 맘에 들어요ㅕ
4521,좋아요
4522,그냥그래요
4523,작게 나왔어요
4524,보통이예요
4525,정말 저렴하게 구입했어요
4526,잘받았습니다
4527,잘받았습니다
4528,잘받았습니다
4529,잘받았습니다 좋아요
4530,잘받았습니다 가성비 좋아요
4531,잘받았습니다
4532,잘받았습니다 너무 얇아서 겨울에는 못입겠어요
4533,별로네요 ~~~~~
4534,완전 가격만큼~~비추입니다 ~
4535,완전 비추~~가격만큼~~
4536,재질도 좋고 귀엽고ㅎㅎ
4537,엄청 까끌거리네요
4538,생각보다 바지가 너무 딱 맞아서 부담스럽지만 품질은 좋아보여요
4539,저렴한 가격에 부드럽고 착용감 좋은 옷 득탬했어요
4540,저렴한 가격에 부드럽고 착용감 좋은 옷 득탬했어요
4541,가격저렴하고 옷사이즈도 잘 맞는데 질은 떨어져요 가볍고해서 한철은 잘입을것 같아요
4542,좋아요~~
4543,좋아요~~
4544,좋아요~~
4545,배송 빨라서 좋아요
4546,배송 빨라서 좋아요
4547,배송 빨라서 좋아요
4548,생각보다 입으니괜찮아요ㅋ
4549,빨고나니보풀이쫙 ㅡㅡ
4550,잘못 시켰어요 같은 구매번호에 두종류가 있네요~ㅠㅠ
4551,집에서 실내복으로 입으려구요
4552,많이 까슬까슬해요 보드라운 니트는 아닙니다
4553,좋아요. 사이즈 딱 맞고. 색도 좋네요. 구김은 스팀으로 펴면 될거 같구요. 번창하세요.
4554,좋아요
4555,좋아요
4556,좋아요
4557,얇은흰색긴팔티를원했는데딱맘에들어요 재질도부드럽고좋아요
4558,가성비가 좋아요. 살짝 바지 폭이 넓긴하나 나름 괜찮아요! 많이 파세요~
4559,가성비가 좋으나... 화면과 색상이 다릅니다. 코랄색 진한것 정도. 같이 구입한 제품이 맘에 들어 반품은 패스하기로 합니다.
4560,가성비가 좋아요. 정사이즈입니다. 블랙은 실패가 없네요~
4561,저렴하게 구입 재구매
4562,저렴하게 구입 재구매
4563,저렴하게 구입 재구매
4564,감사합니다
4565,감사합니다
4566,감사합니다
4567,수고하세요
4568,수고하세요
4569,피부 닿는곳이 너무 가려워서 못 입을꺼 같아요...
4570,감사합니다
4571,잘받았습니다
4572,감사합니다
4573,수고하세요.
4574,수고하세요.
4575,저렴해서 색깔별로 구매했어요 ...
4576,저렴해서 색깔별로 구매했어요 ...
4577,목이 많이 쳐지긴한데 다른건 좋아요
4578,저렴한 가격에 잘 산거 같네요ㅋ
4579,배송확인
4580,배송확인
4581,완전 별로예요
4582,완전 별로예요
4583,완전 별로예요
4584,완전 별로예요
4585,편하게 데일리 룩으로 입기 위해 필요한 거 같아요 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 출고 발송 빠르고 제품 좋은 가격에 잘 구입 합니다 쿠폰 퍼센트 다운 받아서 잘 구입 합니다
4586,데일리 룩으로 입기 좋습니다 ㅎㅎ 색상 별로 사이즈 별로 담아도 만원 미만 이네요 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 가격 좋아요 ㅎㅎ 배송 빠르고 제품 좋은 가격에 잘 도착했어요
4587,마음에 드는 거 같아요 ㅎㅎ 사이즈 괜찮아요 ㅋㅋ 편하게 입을 수 있어서 여성스럽고 신축성 있어서요 편하게 입을 수 있어요 항상 배송 빠르고 좋아요
4588,굿
4589,생각보다 좋아요
4590,저렴하게 잘 샀어요
4591,잘받았습니다
4592,잘받았습니다
4593,저렴하게 잘 구입했습니다
4594,저렴하게 잘 구입했습니다.
4595,까글거림이 심해요
4596,기모가 거의 엄네요
4597,잘 입을게요..
4598,잘 입을게요..
4599,맨투맨은 그냥 입을만해요
4600,아이보리 까칠거리지만 만족합니다
4601,좋아요
4602,좋아요
4603,좋아요
4604,안쪽에먼지가옷애다묻어납니다
4605,좋아요
4606,좋아요
4607,좋아요
4608,재구매해요
4609,너무 짧아요
4610,재구매해요
4611,조금 불편하네요
4612,품절로 환불처리 되었습니다 배송된 택배속 봉투안에 보내셨네요
4613,88사이즈 입는데 넉넉하고 편해요^^
4614,길이감 길고 실밥처리가 아쉽네요 집에서 막입으려고 주문했어요
4615,홈원피스로 막입기 편해요 배송은 느리나 싸게 구입했어요
4616,옷도 예쁘고 재질도 괜찮은데...소매가 너무 기네요..사이즈도 생각보다 많이 크고..
4617,옷이 딱 맞아서 좋네요
4618,보통입니다 보통입니다
4619,보통입니다 보통입니다
4620,보통이에요 보통입니다
4621,잘받았습니다
4622,감사합니다
4623,가성비가 좋았던 제품입니다
4624,가성비좋아요 편해요
4625,가격대비. 완전 완전입니다.
4626,완전 좋아요
4627,그런대로 입을만 하네요~
4628,배송도빠르고좋아요 감사드립니다
4629,배송도빠르고좋아요
4630,배송도빠르고좋아요
4631,딥 그린이라 하나 차분히 가라앉진 않는 색상.
4632,울이 들어가 그런가 보드랍지는 않아요 살짝 까실한 느낌이 있서 아쉽습니다
4633,아무에게나 어울리는 무난한 색상.노인이 생얼에 입으면 초췌해 보이니 밝은 색 권장합니다 전 안에 목없는 검고 흰 체크 무늬 기모티 안에 동일 계열로 입으려 샀습니다
4634,어두운 베이지. 일반 베이지보다 갈색빛이 많이 납니다
4635,맞는지 걸쳐보는 데도 바지에 털이 푹푹 빠지며 묻네요 패딩 안에 입으려 샀더니만
4636,박시해서 편하게 입을 수 있을 듯... 괜찮네요.
4637,맘에 들어요. 가성비는 좋지만 살짝 저렴해 보여요.^^
4638,가성비 좋습니다. 맘에들어요.
4639,앏아요. 가성비 좋고 맘에들어요.
4640,가성비 좋습니다. 맘에들어요.
4641,감사합니다
4642,감사합니다
4643,감사합니다
4644,감사합니다
4645,감사합니다
4646,감사합니다
4647,감사합니다
4648,저렴하게 잘 구매했습니다
4649,저렴하게 잘 구매했습니다
4650,저렴하게 잘 구매했습니다
4651,화면보다 실제 색상이 밝아서 아쉽구요 목부분 폭이 좁아서 입으면 답답해보이고 촌스러워요. 박음질도 날림이고 총체적 난국인듯
4652,저렴하게 잘 구매했습니다
4653,사이즈가 엄청작네요~ 44인 딸내미가 작아서 못입어요.
4654,잘 입을께요 ~~
4655,잘 입을께요 ~~
4656,그냥요~~
4657,저렴하고 좋으네요요
4658,만족입니다
4659,만족입니다
4660,따뜻하고 좋아요
4661,빠른 배송 감사합니다.
4662,빠른 배송 감사합니다.
4663,빠른 배송 감사합니다.
4664,빠른 배송 감사합니다.
4665,빠른 배송 감사합니다.
4666,빠른 배송 감사합니다.
4667,빠른 배송 감사합니다.
4668,옷이 좀 크긴하지만 이쁘고 싸게 구입해서 좋아요
4669,생각보다 색이 진하지만 맘에 들어요
4670,아주좋아요
4671,감사해요
4672,감사해요
4673,잘 받았어요
4674,좋아요 ~잘입을게요
4675,좋아요 ~잘입을게요
4676,좋아요 ~잘입을게요
4677,감사합니다 잘입을게요
4678,잘입을게요 감사합니다 ?
4679,매번 저렴하게 잘삿네요
4680,옷이 참 편하네요 ^^
4681,옷이 예쁘네요 ♡
4682,잘 입을께요!!
4683,감사합니다 ^^
4684,잘받았습니다 ~~
4685,칼라도 좋아요
4686,꺼끄러운거만 빼면 만족합니다
4687,가격은 저렴한데 좀 껄크러워서
4688,만족
4689,면이 별루
4690,만족
4691,딸아이가 맘에들어하네요
4692,딸아이가 맘에들어하네요
4693,딸아이가 맘에들어하네요
4694,딸아이가 맘에들어하네요
4695,딸아이가 맘에들어하네요
4696,스판기 많은 스커트 편하지만 앞 절개가 심해서 불편하네요
4697,딸이 맘에들어하네요 저렴하네요
4698,지난번 구매시 허리불량으로 환불하고 이번에 제대로 구매하네요 얇아서 추울땐 못입지만 걍입을만 해요
4699,묵은 냄새는 나지만 옷은 편하고 조아요 다만 포장비닐없이 바로 택배 비닐에 보낸게 아쉽...
4700,괜찮아요
4701,괜찮아요
4702,생각보다 사이즈가 작아요. 그리고 얇아요. 어차피 집에서 입으려고 구매한 것이라 저렴하게 잘 구매한 것 같아요. 생각했던 사이즈보다 좀 크게 주문하시는 것을 추천.
4703,생각보다 사이즈가 작아요. 그리고 얇아요. 어차피 집에서 입으려고 구매한 것이라 저렴하게 잘 구매한 것 같아요. 생각했던 사이즈보다 좀 크게 주문하시는 것을 추천.
4704,생각보다 사이즈가 작아요. 그리고 얇아요. 어차피 집에서 입으려고 구매한 것이라 저렴하게 잘 구매한 것 같아요. 생각했던 사이즈보다 좀 크게 주문하시는 것을 추천.
4705,뭐지? ㅋ 완전 붙는스탈 늘어나긴 잘 늘어남 브이라인 깊어서 골도 보이겠어요 요번옷들은 다 실패
4706,오픈숄더와 티의 어정쩡한 사이인듯 어깨만 딱 뚜껑처럼 덮이는 아주 불편하고 요상함 ㅡㅡ 노출있는 의상인건가? ㅡㅡ
4707,상품도 배송도 만족합니다
4708,상품도 배송도 만족합니다
4709,상품도 배송도 만족합니다
4710,상품도 배송도 만족합니다
4711,전체적 타이트한 소재 걍 가벼이 입기
4712,세탁해보면 어떡지 모르는데 보기에는 얇은니트에 사이즈는 좀 크게 나온거 같아요
4713,"니트 질감,색감도 이상해요 그냥 안입을것같네요"
4714,기모가 거의없고 사이즈가 완전 쫄바지네요
4715,좋아요
4716,까실까실하지만 가격대비 대만족입니다.
4717,좋아요
4718,배송은 빠르고 그런데 원단이 앏아서 지금은 입기가 늦은듯해요ㅡㅡ
4719,이뻐요
4720,이뻐요
4721,재질이 따가워요
4722,좋아요
4723,좋아요
4724,좋아요
4725,아주 별로인 제품
4726,좋아요
4727,좋아요
4728,착용감이 까실까실하고 목부분이 여유가 없어서 조이는 것 같은 불편감 있어요
4729,얇아서 여름에 시원하게 잘 입었습니다.
4730,얇아서 여름에 시원하게 잘 입었습니다.
4731,얇아서 여름에 시원하게 잘 입었습니다.
4732,얇아서 여름에 시원하게 잘 입었습니다.
4733,얇아서 여름에 시원하게 잘 입었습니다.
4734,이아이도 작네요 날씬한 딸줘야겠어요
4735,잘받았습니다
4736,잘받았습니다
4737,사이즈가 작아 보여서 입으면 몸에 붙을것같네요
4738,가성비 좋습니다. 가볍게 편하게 일상용으로 딱입니다.
4739,봄이나 초가을에 입기에 좋을 것 같아요 길이감도 적당하고 소재도 부드럽고 좋아요 편히 잘입을거같아요
4740,가볍고 얇아요 여름에 편하게 잘 입어질 것 같아요 사이즈 잘 맞고 좋아요
4741,좀 많이 짧아요 이렇게 올라갈줄은 몰랐어요 소재는 좋은 편이고 가볍게 입을수있을거같아요 밑단 덧입으면 좋을것같아요
4742,편하게 집에서 가볍게 입을 수있을거같아요 좋아요 많이 짧아도 사이즈도 딱맞아요
4743,가볍네요 밴딩이 조금 아슬한감이 없지않지만 착용핏은 이쁠것같아요 여름에나 입을 두께라 지금은 담아두어야겠어요
4744,입을만해요
4745,싸이즈가작아요
4746,G
4747,So bad
4748,Good
4749,색이 좀 틀려요ㅜㅜ
4750,잘받았어요.
4751,잘 받았어요.
4752,잘 받았어요.
4753,싼티는나요 집에서막입을거라.. 가격대비만족 실밥정리안되었음
4754,싼티는나요 집에서막입을것 실밥정리가안되었음요
4755,실밥이정리가안되었네요 ㅠ 가격대비만족
4756,감사합니다.
4757,재질은 별로지만 싼맛에 입기 좋아요. 프릴도 여성스럽고. 근데 사이즈 55이상은 못 입어요 타이트하네요
4758,재질은 별로지만 싼맛에 입기 좋아요. 프릴도 여성스럽고. 근데 사이즈 55이상은 못 입어요 타이트하네요
4759,저렴하게 잘 구매했습니다
4760,저렴하게 잘 구매했습니다
4761,좋아요
4762,좋아요
4763,괜찮아요...잘 입을께요
4764,저렴하게 잘 구매했어요
4765,저렴하게 잘 구매했어요
4766,맘에 들어요 저렴하게 잘 산것 같아요
4767,맘에 들어요 저렴하게 잘 산것 같아요
4768,맘에 들어요 저렴하게 잘 산것 같아요
4769,맘에 들어요 저렴하게 잘 산것 같아요
4770,막 입기좋아요 집근처산책하거나 사우나갈때 좋아요
4771,집에서 잠옷대신 실내복으로 입으려샀는데 너무좋아요
4772,맘에들어요 가격도 저렴해서 지금입기 딱 좋아요
4773,이쁜옷 잘 샀어요
4774,저렴하게 이쁜옷 샀어요
4775,감사합니다
4776,감사합니다
4777,감사합니다
4778,주름으 좀있지만 다림질 하고나니 꽤 이쁘네요~~
4779,잘받았습니다 감사합니다
4780,잘받았습니다 감사합니다
4781,잘받았습니다 감사합니다
4782,잘받았습니다 감사합니다
4783,잘받았습니다 감사합니다
4784,막입기좋아요
4785,좋아요
4786,좋아용
4787,저렴하게 잘샀네요
4788,레이어드용이라 그냥~~
4789,아주맘에드네요 많이파세요
4790,아주맘에드네요. 많이파세요
4791,잘받았습니다 배송도 제품도 만족합니다 좀두꺼워요
4792,잘받았습니다 배송도 제품도 만족합니다
4793,저렴하게 잘 샀어요! 어깨가 좀 커서 드랍숄더 되고 소매통은 넓은 스타일이에요
4794,저렴하게 잘 샀어요! 어깨가 좀 커서 드랍숄더 되고 소매통은 넓은 스타일이에요
4795,맘에듭니다
4796,맘에들어요
4797,여기 옷은 사이즈가 하나도 맞는게 없네요. 설명대로 수치가 맞는게 없음
4798,여기 옷은 사이즈가 하나도 맞는게 없네요. 설명대로 수치가 맞는게 없음
4799,여기 옷은 사이즈가 하나도 맞는게 없네요. 설명대로 수치가 맞는게 없음
4800,보통이에요
4801,셔츠가 편하게 자주 있을 거 같아요
4802,허리사이즈를 확인 못했나봐요
4803,부드러운 벨로아 잘 입겠어요
4804,잘 받았어요
4805,크기는 코딱지 만한것이 스판기는 짱짱한디 빨래후 넘 만은 것이 달라 붙어 떼내엇는디도 지저분한 바지처럼 보여 지네요.
4806,크기는 어마무시 하게 작은것이 스판기는 역대급이네요. 착한가격만 조은듯요.
4807,만족합니다~^
4808,만족합니다~^
4809,좋아요 그중 자알 선택 했네요
4810,아무리 싸지만 옷감이 면이 들어있는거 같지도 않고 너무했네요
4811,배송이 빨라서 좋아요
4812,배송이 빨라서 좋아요
4813,프릴 좋아해서 구입했어요.
4814,길이가 짧아요.
4815,귀여운데 길이가 짧아요.
4816,감사합니다 재구매 희망합니다
4817,이뻐요. 재질 괞찮음
4818,이뻐요. 검정이 이뻐요.
